uf,cep,cnpj,pais,email,porte,bairro,numero,ddd_fax,municipio,logradouro,cnae_fiscal,codigo_pais,complemento,codigo_porte,razao_social,nome_fantasia,capital_social,ddd_telefone_1,ddd_telefone_2,opcao_pelo_mei,descricao_porte,codigo_municipio,natureza_juridica,situacao_especial,opcao_pelo_simples,situacao_cadastral,data_opcao_pelo_mei,data_exclusao_do_mei,cnae_fiscal_descricao,codigo_municipio_ibge,data_inicio_atividade,data_situacao_especial,data_opcao_pelo_simples,data_situacao_cadastral,nome_cidade_no_exterior,codigo_natureza_juridica,data_exclusao_do_simples,motivo_situacao_cadastral,ente_federativo_responsavel,identificador_matriz_filial,qualificacao_do_responsavel,descricao_situacao_cadastral,descricao_tipo_de_logradouro,descricao_motivo_situacao_cadastral,descricao_identificador_matriz_filial
RS,95770000,43853693000178,,,EMPRESA DE PEQUENO PORTE,CENTRO,583,,FELIZ,CEL. MARCOS JOSE DE LEAO,4761003,,SALA 02,3,EDUCANDO COMERCIO DE ARTIGOS PEDAGOGICOS LTDA,,100000,5136372900,,False,,8659,Sociedade Empresária Limitada,,False,2,,,Comércio varejista de artigos de papelaria,4308102,2021-10-13,,2021-10-13,2021-10-13,,2062,2022-09-30,0,,1,49,ATIVA,AVENIDA,SEM MOTIVO,MATRIZ
MG,39680000,05666778000158,,,DEMAIS,CENTRO,272,,CAPELINHA,RIO BRANCO,6911701,,,5,NICODEMOS EVARISTO E ADVOGADOS ASSOCIADOS,,500,3335161214,,False,,4245,Sociedade Simples Pura,,True,2,,,Serviços advocatícios,3112307,2003-05-20,,2018-01-01,2003-05-20,,2232,,0,,1,49,ATIVA,RUA,SEM MOTIVO,MATRIZ
MG,30494170,08254076000155,,,EMPRESA DE PEQUENO PORTE,ALPES,2000,,BELO HORIZONTE,RAJA GABAGLIA,6920601,,SALA 541 SALA PAVMTO 5 BLOCO 2,3,DSA- ASSESSORIA E CONSULTORIA LTDA,,94000,3835213107,,False,,4123,Sociedade Empresária Limitada,,True,2,,,Atividades de contabilidade,3106200,2006-08-04,,2015-01-01,2006-08-04,,2062,,0,,1,49,ATIVA,AVENIDA,SEM MOTIVO,MATRIZ
MG,39680000,18781970000137,,,MICRO EMPRESA,Centro,46,,CAPELINHA,Getulio Vargas,7420001,,SALA 201,1,CESAR PARANHOS RODRIGUES 05019836605,CESAR PARANHOS FOTO E VIDEO,5000,3391153911,,True,,4245,Empresário (Individual),,True,2,2013-08-30,,"Atividades de produção de fotografias, exceto aérea e submarina",3112307,2013-08-30,,2013-08-30,2013-08-30,,2135,,0,,1,50,ATIVA,RUA,SEM MOTIVO,MATRIZ
MG,39670000,00731785000334,,,EMPRESA DE PEQUENO PORTE,CENTRO,42,,ITAMARANDIBA,LEVI MOREIRA ROCHA,4753900,,,3,ELETROLOJA GOMES LTDA,,100000,3835211487,,False,,4649,Sociedade Empresária Limitada,,False,2,,,Comércio varejista especializado de eletrodomésticos e equipamentos de áudio e vídeo,3132503,2020-08-04,,2016-01-01,2020-08-04,,2062,2019-12-31,0,,2,49,ATIVA,AVENIDA,SEM MOTIVO,FILIAL
MG,39680000,12309320000107,,,MICRO EMPRESA,CENTRO,518,,CAPELINHA,GOVERNADOR VALARES,7319099,,,1,ADAO APARECIDO PEREIRA DE SOUZA 07887705606,,1,3391156143,,True,,4245,Empresário (Individual),,True,2,2010-07-30,,Outras atividades de publicidade não especificadas anteriormente,3112307,2010-07-30,,2010-07-30,2010-07-30,,2135,,0,,1,50,ATIVA,RUA,SEM MOTIVO,MATRIZ
MG,39680000,20209631000122,,,DEMAIS,ZONA RURAL,SN,,CAPELINHA,GOUVEIA/SENA,9430800,,,5,ASSOCIACAO DOS PEQUENOS PRODUTORES R. DE GOUVEIA/SENA,,0,3335162085,,,,4245,Associação Privada,,,2,,,Atividades de associações de defesa de direitos sociais,3112307,1984-06-05,,,1998-07-28,,3999,,0,,1,16,ATIVA,COMUNIDADE,SEM MOTIVO,MATRIZ
MG,39680000,10340851000137,,,MICRO EMPRESA,PLANALTO,175,,CAPELINHA,EUNESIO DIAS MAGALHAES,4541206,,,1,VIEIRA MOTO PECAS CAPELINHA LTDA,,50000,3335161987,,False,,4245,Sociedade Empresária Limitada,,True,2,,,Comércio a varejo de peças e acessórios novos para motocicletas e motonetas,3112307,2007-11-28,,2009-01-01,2007-11-28,,2062,,0,,1,49,ATIVA,RUA,SEM MOTIVO,MATRIZ
MG,31720400,18553210000172,,,EMPRESA DE PEQUENO PORTE,PLANALTO,300,3134247725,BELO HORIZONTE,HENRIQUE HORTA,7311400,,,3,INSTITUTO ZURIEL CAPACITACAO E PUBLICACOES LTDA,INSTITUTO ZURIEL,100000,3134247725,3132712564,False,,4123,Sociedade Empresária Limitada,,True,2,,,Agências de publicidade,3106200,2013-07-25,,2013-07-25,2013-07-25,,2062,,0,,1,49,ATIVA,RUA,SEM MOTIVO,MATRIZ
MG,39680000,11757555000107,,,MICRO EMPRESA,PLANALTO,560,,CAPELINHA,BR 120,4530703,,,1,AUTO PECAS JVJ LTDA,GIROS AUTO PECAS,115000,3335162985,,False,,4245,Sociedade Empresária Limitada,,True,2,,,Comércio a varejo de peças e acessórios novos para veículos automotores,3112307,2010-03-30,,2010-03-30,2010-03-30,,2062,,0,,1,49,ATIVA,RODO ANEL,SEM MOTIVO,MATRIZ
MG,39680000,11789944000106,,,MICRO EMPRESA,PIEDADE,1130,3335164216,CAPELINHA,TANCREDO NEVES,4744099,,,1,CAPELINHA MATERIAIS DE CONSTRUCAO LTDA,CAPELINHA MATERIAIS DE CONSTRUCAO,50000,3335161151,3335164216,False,,4245,Sociedade Empresária Limitada,,True,2,,,Comércio varejista de materiais de construção em geral,3112307,2010-04-07,,2010-04-07,2010-04-07,,2062,,0,,1,49,ATIVA,AVENIDA,SEM MOTIVO,MATRIZ
MG,39680000,28845215000122,,,MICRO EMPRESA,CENTRO,153,,CAPELINHA,GETULIO VARGAS,5819100,,ANDAR 02,1,LUIZ FERNANDO PIRES FIGUEIREDO 04072354694,LUIZ FERNANDO DESIGNER GRAFICO,15000,3391043222,,True,,4245,Empresário (Individual),,True,2,2017-10-11,,"Edição de cadastros, listas e de outros produtos gráficos",3112307,2017-10-11,,2017-10-11,2017-10-11,,2135,,0,,1,50,ATIVA,RUA,SEM MOTIVO,MATRIZ
SP,06029900,60746948000112,,,DEMAIS,VILA YARA,S/N,,OSASCO,CIDADE DE DEUS,6422100,,,5,BANCO BRADESCO S.A.,BRADESCO EST UNIF,87100000000,1136845122,,,,6789,Sociedade Anônima Aberta,,,2,,,"Bancos múltiplos, com carteira comercial",3534401,1943-03-02,,,2005-11-03,,2046,,0,,1,10,ATIVA,NUCLEO,SEM MOTIVO,MATRIZ
PR,81010080,36181473000180,,,EMPRESA DE PEQUENO PORTE,LINDOIA,1763,,CURITIBA,CAPITAO JOAO ZALESKI,4789005,,,3,BIDDEN COMERCIAL LTDA.,BIDDEN COMERCIAL,50000,4141037690,4191482036,False,,7535,Sociedade Empresária Limitada,,False,2,,,Comércio varejista de produtos saneantes domissanitários,4106902,2020-01-29,,2020-01-29,2020-01-29,,2062,2021-07-31,0,,1,49,ATIVA,RUA,SEM MOTIVO,MATRIZ
MG,39690000,40208961000100,,,MICRO EMPRESA,CENTRO,166,,MALACACHETA,JOSE CIRINO,4924800,,LETRA A,1,EXATA EMPREENDIMENTOS & SERVICOS LTDA,EXATA EMPREENDIMENTOS,200000,3391163456,,,,4783,Sociedade Empresária Limitada,,,2,,,Transporte escolar,3139201,2020-12-28,,,2020-12-28,,2062,,0,,1,49,ATIVA,RUA,SEM MOTIVO,MATRIZ
MG,39800019,41544499000185,,,MICRO EMPRESA,CENTRO,150,,TEOFILO OTONI,ENGENHEIRO ANTUNES,7490199,,SALA 7,1,JOAO DOMINGOS SOUZA DA SILVA,CAP CONSULTORIA ASSESSORIA & PROJETOS,30000,3388330070,,False,,5371,Empresário (Individual),,True,2,,,"Outras atividades profissionais, científicas e técnicas não especificadas anteriormente",3168606,2021-04-12,,2021-04-12,2021-04-12,,2135,,0,,1,50,ATIVA,RUA,SEM MOTIVO,MATRIZ
MG,39680000,38464437000159,,,MICRO EMPRESA,ACACIAS,75 A,,CAPELINHA,NOSSA SENHORA DAS GRACAS,8230002,,,1,JULIANA CORDEIRO DE ARAUJO 03642543600,ESPACO GARDEN,10000,3899642000,,True,,4245,Empresário (Individual),,True,2,2020-09-15,,Casas de festas e eventos,3112307,2020-09-15,,2020-09-15,2020-09-15,,2135,,0,,1,50,ATIVA,AVENIDA,SEM MOTIVO,MATRIZ
MG,39330000,41107986000180,,,MICRO EMPRESA,VALE DAS PALMEIRAS,9,,BRASILIA DE MINAS,CAMILO FERREIRA DE SOUZA,8550302,,LETRA A,1,SOLUCAO CAPACITACAO E TREINAMENTO LTDA,INSTITUTO SOLUCAO CAPACITACAO E TREINAMENTO,50000,3898097375,,False,,4171,Sociedade Empresária Limitada,,True,2,,,"Atividades de apoio à educação, exceto caixas escolares",3108602,2021-03-05,,2022-01-01,2021-03-05,,2062,,0,,1,49,ATIVA,RUA,SEM MOTIVO,MATRIZ
MG,39205000,08153986000141,,,EMPRESA DE PEQUENO PORTE,SATELITE,7,,TRES MARIAS,JOAO CARLOS CUNHA AMORIM,4221902,,,3,ELETRO 3 IRMAOS LTDA,ELETRO TRES,500000,3837542133,,False,,4115,Sociedade Empresária Limitada,,True,2,,,Construção de estações e redes de distribuição de energia elétrica,3169356,2006-06-16,,2012-01-01,2006-06-16,,2062,,0,,1,49,ATIVA,RUA,SEM MOTIVO,MATRIZ
MG,39680000,35800202000100,,,MICRO EMPRESA,PLANALTO,748,,CAPELINHA,DOUTOR HERMELINDO,4322302,,,1,35.800.202 DORIVAL PEREIRA DOS SANTOS,REFRIGERACAO CAPELINHA,3000,3391247193,,True,,4245,Empresário (Individual),,True,2,2019-12-16,,"Instalação e manutenção de sistemas centrais de ar condicionado, de ventilação e refrigeração",3112307,2019-12-16,,2019-12-16,2019-12-16,,2135,,0,,1,50,ATIVA,RUA,SEM MOTIVO,MATRIZ
MG,39680000,14526841000141,,,MICRO EMPRESA,CENTRO,821,3335162085,CAPELINHA,JACINTO JOSE RIBEIRO,7500100,,,1,DIOGO LOPES DO NASCIMENTO,CENTRO MEDICO VETERINARIO MEGAVET,30000,3335162715,3391043801,False,,4245,Empresário (Individual),,True,2,,,Atividades veterinárias,3112307,2011-10-24,,2011-10-24,2011-10-24,,2135,,0,,1,50,ATIVA,RUA,SEM MOTIVO,MATRIZ
MG,30270320,16781179000100,,,EMPRESA DE PEQUENO PORTE,SANTA EFIGENIA,85,,BELO HORIZONTE,ITAI,7319099,,,3,GRUM PUBLICIDADE LTDA.,,40000,3134634866,,False,,4123,Sociedade Empresária Limitada,,True,2,,,Outras atividades de publicidade não especificadas anteriormente,3106200,2012-08-31,,2016-01-01,2012-08-31,,2062,,0,,1,49,ATIVA,RUA,SEM MOTIVO,MATRIZ
SP,05805000,02144891000185,,,DEMAIS,JARDIM SAO LUIS,215,1138358418,SAO PAULO,MARIA COELHO AGUIAR,6201501,,BLOCO E ANDAR 7,5,AUDATEX BRASIL SERVICOS LTDA,AUDATEX BRASIL,2884906,1148618400,,,,7107,Sociedade Empresária Limitada,,,2,,,Desenvolvimento de programas de computador sob encomenda,3550308,1997-09-02,,,2005-11-03,,2062,,0,,1,5,ATIVA,AVENIDA,SEM MOTIVO,MATRIZ
MG,39680000,86388238000151,,,EMPRESA DE PEQUENO PORTE,CENTRO,32,,CAPELINHA,SAO VICENTE,4754701,,,3,MERIDIONAL ELETRO LTDA,MERIDIONAL ELETRO MOVEIS,200000,3335164425,,False,,4245,Sociedade Empresária Limitada,,True,2,,,Comércio varejista de móveis,3112307,1994-03-28,,2007-07-01,2005-09-03,,2062,,0,,1,49,ATIVA,RUA,SEM MOTIVO,MATRIZ
MG,39680000,05335900000103,,,EMPRESA DE PEQUENO PORTE,PLANALTO,1122,3335161435,CAPELINHA,ANEL RODOVIARIO,4530703,,,3,BETO PECAS DIESEL LTDA,BETO PECAS DIESEL,300000,3335163131,3335164425,,,4245,Sociedade Empresária Limitada,,,2,,,Comércio a varejo de peças e acessórios novos para veículos automotores,3112307,2002-10-04,,,2002-10-04,,2062,,0,,1,49,ATIVA,,SEM MOTIVO,MATRIZ
MG,39680000,09548315000142,,,EMPRESA DE PEQUENO PORTE,CENTRO,111,3335163357,CAPELINHA,TAMBORIL,4120400,,LETRA: A;,3,LORENA CONSTRUTORA LTDA,,200000,3335163357,,False,,4245,Sociedade Empresária Limitada,,True,2,,,Construção de edifícios,3112307,2008-04-08,,2008-04-08,2008-04-08,,2062,,0,,1,49,ATIVA,RUA,SEM MOTIVO,MATRIZ
MG,39800305,01780213000146,,,MICRO EMPRESA,BELA VISTA,19,,TEOFILO OTONI,DIANA,7112000,,,1,RENOVE ENGENHARIA LTDA,RENOVE ENGENHARIA,100000,3388259800,,False,,5371,Sociedade Empresária Limitada,,True,2,,,Serviços de engenharia,3168606,1997-03-19,,2020-01-01,2019-02-19,,2062,,0,,1,49,ATIVA,RUA,SEM MOTIVO,MATRIZ
MG,39690000,19305139000171,,,MICRO EMPRESA,PEQUI,484,,MALACACHETA,TEODORO JACINTO DE SOUZA,7731400,,,1,SANTOS SAPALUCA SERVICOS,SS TERRAPLANAGENS,50000,3391545776,,False,,4783,Empresário (Individual),,True,2,2013-11-25,2021-12-31,Aluguel de máquinas e equipamentos agrícolas sem operador,3139201,2013-11-25,,2013-11-25,2013-11-25,,2135,,0,,1,50,ATIVA,RUA,SEM MOTIVO,MATRIZ
MG,39680000,37982214000110,,,MICRO EMPRESA,BOUGANVILLE,314,,CAPELINHA,DAS AZALEIAS,7119702,,FUNDOS,1,IBITURUNA RECURSOS AMBIENTAIS LTDA,IBITURUNA RECURSOS AMBIENTAIS,10000,3192620546,,False,,4245,Sociedade Empresária Limitada,,True,2,,,Atividades de estudos geológicos,3112307,2020-08-05,,2020-08-05,2020-08-05,,2062,,0,,1,49,ATIVA,RUA,SEM MOTIVO,MATRIZ
DF,70050000,00396895000125,,,DEMAIS,,S N,,BRASILIA,DOS MINISTERIOS,8411600,,BLOCO 8 8 ANDAR,5,MINISTERIO DA AGRICULTURA E PECUARIA,GABINETE DO MINISTRO,0,,,,,9701,Órgão Público do Poder Executivo Federal,,,2,,,Administração pública em geral,5300108,1975-01-22,,,1998-07-28,,1015,,0,UNIÃO,1,5,ATIVA,ESPLANADA,SEM MOTIVO,MATRIZ
MG,39680000,09913250000197,,,MICRO EMPRESA,CENTRO,103,3337311251,CAPELINHA,CAPITAO CLEMENTINO,7490104,,SALA 203 ANDAR SEGUNDO,1,P&L 123 EMPREENDIMENTOS LTDA,MAX CREDENCIAMENTOS E EMPREENDIMENTOS,200000,3391238546,3391656765,False,,4245,Sociedade Empresária Limitada,,True,2,,,"Atividades de intermediação e agenciamento de serviços e negócios em geral, exceto imobiliários",3112307,2008-07-09,,2017-01-01,2008-07-09,,2062,,0,,1,49,ATIVA,RUA,SEM MOTIVO,MATRIZ
MG,39100000,16572382000168,,,MICRO EMPRESA,CENTRO,245,,DIAMANTINA,DAS MERCES,7319099,,,1,16.572.382 RAFAEL LAZARO DA SILVA DE PAULA,MG COMUNICACOES E EVENTOS,60000,3888180876,,True,,4431,Empresário (Individual),,True,2,2012-07-25,,Outras atividades de publicidade não especificadas anteriormente,3121605,2012-07-25,,2012-07-25,2022-04-19,,2135,,0,,1,50,ATIVA,RUA,SEM MOTIVO,MATRIZ
MG,31810434,02789552000237,,,DEMAIS,PROVIDENCIA,1616,,BELO HORIZONTE,DOUTOR BENEDITO XAVIER,4511101,,,5,LIDER VEICULOS S. A.,LIDER B.H.,10311558,3134089700,,,,4123,Sociedade Anônima Fechada,,,2,,,"Comércio a varejo de automóveis, camionetas e utilitários novos",3106200,2012-08-10,,,2012-08-10,,2054,,0,,2,10,ATIVA,RUA,SEM MOTIVO,FILIAL
GO,75680001,29761115000180,,,MICRO EMPRESA,CENTRO,30,,CALDAS NOVAS,MAJOR VITOR,4782201,,QUADRA18 LOTE 5-A,1,100 SPORTS LTDA,100 SPORTS,96000,6434535612,6499831831,False,,9289,Sociedade Empresária Limitada,,True,2,,,Comércio varejista de calçados,5204508,2018-02-23,,2018-02-23,2018-02-23,,2062,,0,,1,49,ATIVA,RUA,SEM MOTIVO,MATRIZ
PR,87185000,05700700000102,,,EMPRESA DE PEQUENO PORTE,PARQUE INDUSTRIAL PRIMAVERA,S/N,,FLORAI,DAS INDUSTRIAS,4649499,,KM 16,3,PARANA INDUSTRIA E COMERCIO DE REDES E CORDAS LTDA,PARANA REDES E CORDAS,150000,4432421536,,False,,7553,Sociedade Empresária Limitada,,True,2,,,Comércio atacadista de outros equipamentos e artigos de uso pessoal e doméstico não especificados anteriormente,4107801,2003-06-09,,2007-07-01,2004-01-17,,2062,,0,,1,49,ATIVA,AVENIDA,SEM MOTIVO,MATRIZ
MG,39680000,17661402000130,,,MICRO EMPRESA,VILA NOVA DE RESPLENDOR,08,,CAPELINHA,SANTA CATARINA,4924800,,,1,L & K TRANSPORTES LTDA,L & K TRANSPORTES,100000,3391057273,,False,,4245,Sociedade Empresária Limitada,,True,2,2013-02-28,2023-01-31,Transporte escolar,3112307,2013-02-28,,2013-02-28,2013-02-28,,2062,,0,,1,49,ATIVA,RUA,SEM MOTIVO,MATRIZ
MG,39680000,22102222000158,,,DEMAIS,PLANALTO,545,,CAPELINHA,CARLOS PRATES,4711302,,LETRA: A;,5,SUPERMERCADO FARNEZE E ALVES LTDA,,2000000,3335161461,,False,,4245,Sociedade Empresária Limitada,,False,2,,,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - supermercados",3112307,1986-06-11,,2008-01-01,2004-12-24,,2062,2009-12-31,0,,1,49,ATIVA,RUA,SEM MOTIVO,MATRIZ
MG,39680000,31940546000156,,,MICRO EMPRESA,PIEDADE,81,,CAPELINHA,MINAS NOVAS,9603304,,,1,FUNERARIA SILVA & MOURAO LTDA,PAX SOCIAL MINAS,20000,3835211497,,False,,4245,Sociedade Empresária Limitada,,True,2,,,Serviços de funerárias,3112307,2018-11-05,,2019-01-01,2018-11-05,,2062,,0,,1,49,ATIVA,RUA,SEM MOTIVO,MATRIZ
DF,70620000,00475855000179,,,DEMAIS,ASA NORTE,S/N,6133431918,BRASILIA,SETOR DE ADMINISTRACAO MUNICIPAL - SAM,8424800,,LOTE A BLOCO B EDIF SEDE DETRAN DF SALA 209,5,DEPARTAMENTO DE TRANSITO DO DISTRITO FEDERAL,DETRAN DF,0,6133442745,6139052172,,,9701,Autarquia Estadual ou do Distrito Federal,,,2,,,Segurança e ordem pública,5300108,1977-01-19,,,1999-02-27,,1112,,0,DISTRITO FEDERAL,1,16,ATIVA,SETOR,SEM MOTIVO,MATRIZ
MG,39680000,03338461000167,,,DEMAIS,AGUA SANTA,20,3335162601,CAPELINHA,GERALDO RAMOS DE CARVALHO,9430800,,,5,CASA DE AMPARO AO IDOSO ROSA FERREIRA DE MATOS,CAIRFM,0,3335161151,,,,4245,Associação Privada,,,2,,,Atividades de associações de defesa de direitos sociais,3112307,1999-08-10,,,1999-08-10,,3999,,0,,1,16,ATIVA,RUA,SEM MOTIVO,MATRIZ
MG,39670000,07802708000105,,,DEMAIS,ZONA RURAL,S/N,3835211185,ITAMARANDIBA,BR-451,8720499,, FAZENDA CAMPO BRANCO,5,ASSOCIACAO AMAR E RENASCER,AAMAR,0,3835211571,3835211355,,,4649,Associação Privada,,,2,,,"Atividades de assistência psicossocial e à saúde a portadores de distúrbios psíquicos, deficiência mental e dependência química e grupos similares não",3132503,2005-12-14,,,2005-12-14,,3999,,0,,1,16,ATIVA,RODOVIA,SEM MOTIVO,MATRIZ
MG,39680000,64214331000107,,,MICRO EMPRESA,CENTRO,663,,CAPELINHA,DAS FLORES,4755501,,,1,HELANIA GONCALVES CARVALHO MEIRA,CASA MARLANI,0,3335161214,,False,,4245,Empresário (Individual),,True,2,,,Comércio varejista de tecidos,3112307,1990-08-22,,2007-07-01,2005-11-03,,2135,,0,,1,50,ATIVA,RUA,SEM MOTIVO,MATRIZ
MG,39680000,04328718000162,,,DEMAIS,MARIA LUCIA,101,,CAPELINHA,MENDONCA,9430800,,,5,LAR MAMAE DOLORES,LAR MAMAE DOLORES,0,3335161214,,,,4245,Associação Privada,,,2,,,Atividades de associações de defesa de direitos sociais,3112307,2001-02-16,,,2005-11-03,,3999,,0,,1,16,ATIVA,RUA,SEM MOTIVO,MATRIZ
MG,39680000,22019307000177,,,DEMAIS,VILA OPERARIA,913,,CAPELINHA,CARLOS PRATES,9430800,,,5,ASSOCIACAO DAS MULHERES UNIDAS POR CAPELINHA,,0,3391555132,3335163573,,,4245,Associação Privada,,,2,,,Atividades de associações de defesa de direitos sociais,3112307,2014-10-22,,,2014-10-22,,3999,,0,,1,16,ATIVA,RUA,SEM MOTIVO,MATRIZ
MG,39680000,20807236000141,,,DEMAIS,CENTRO,250,,CAPELINHA,GETULIO VARGAS,8711502,,,5,CONFERENCIA NOSSA SENHORA DA GRACA,,0,,,,,4245,Associação Privada,,,2,,,Instituições de longa permanência para idosos,3112307,1978-10-04,,,2005-11-03,,3999,,0,,1,16,ATIVA,RUA,SEM MOTIVO,MATRIZ
MG,31980280,08808153000171,,,EMPRESA DE PEQUENO PORTE,SAO GABRIEL,75,,BELO HORIZONTE,FLORIANO PEIXOTO DE PAULA,7911200,,APT 101 BLOCO 5,3,FUTURA AGENCIA DE VIAGENS E TURISMO LTDA,,55000,3196691788,3133188878,False,,4123,Sociedade Empresária Limitada,,True,2,,,Agências de viagens,3106200,2007-05-02,,2022-01-01,2007-05-02,,2062,,0,,1,49,ATIVA,RUA,SEM MOTIVO,MATRIZ
MG,39680000,21225800000180,,,DEMAIS,MARIA LUCIA,342,,CAPELINHA,TAMBORIL,8711502,,,5,LAR DE CARIDADE NOSSA SENHORA DO SAGRADO CORACAO OBRA UNIDA A SOCIEDADE DE SAO VICENTE DE PAULO SSVP,,0,3335161214,,,,4245,Associação Privada,,,2,,,Instituições de longa permanência para idosos,3112307,1983-04-27,,,2005-11-03,,3999,,0,,1,16,ATIVA,RUA,SEM MOTIVO,MATRIZ
MG,39660000,40080675000102,,,MICRO EMPRESA,SAUDADE,49,,TURMALINA,RIO GRANDE DO SUL,4751201,,CASA,1,JOSE CALIXTO DE SOUZA JUNIOR 73319317687,SOUZA JUNIOR REPRESENTACOES,1000,3835272006,,True,,5393,Empresário (Individual),,True,2,2020-12-10,,Comércio varejista especializado de equipamentos e suprimentos de informática,3169703,2020-12-10,,2020-12-10,2020-12-10,,2135,,0,,1,50,ATIVA,10A RUA,SEM MOTIVO,MATRIZ
MG,39680000,20597118000156,,,DEMAIS,VILA OPERARIA,323,,CAPELINHA,MARIA PEREIRA CAMPOS,9430800,,,5,ASSOCIACAO BENEFICENTE COSME E DAMIAO,ABCD,0,3335164193,,,,4245,Associação Privada,,,2,,,Atividades de associações de defesa de direitos sociais,3112307,1991-09-30,,,2005-11-03,,3999,,0,,1,16,ATIVA,RUA,SEM MOTIVO,MATRIZ
MG,39680000,42519138000141,,,MICRO EMPRESA,PLANALTO,2660,,CAPELINHA,PEDRO VIEIRA DA SILVA,1610204,,,1,POSITIVO MADEIRAS LTDA,POSITIVO MADEIRAS,300000,3335164425,3335162257,False,,4245,Sociedade Empresária Limitada,,False,2,,,Serrarias sem desdobramento de madeira em bruto -Resserragem,3112307,2021-06-29,,2021-06-29,2021-06-29,,2062,2022-12-31,0,,1,49,ATIVA,RODOVIA,SEM MOTIVO,MATRIZ
MG,39680000,20597118000156,,,DEMAIS,VILA OPERARIA,323,,CAPELINHA,MARIA PEREIRA CAMPOS,9430800,,,5,ASSOCIACAO BENEFICENTE COSME E DAMIAO,ABCD,0,3335164193,,,,4245,Associação Privada,,,2,,,Atividades de associações de defesa de direitos sociais,3112307,1991-09-30,,,2005-11-03,,3999,,0,,1,16,ATIVA,RUA,SEM MOTIVO,MATRIZ
ES,29290000,33468849000143,,,MICRO EMPRESA,CENTRO,2,,RIO NOVO DO SUL,SOPHIA HEMERLY,1340501,,,1,"FOCO, CRIAR E INOVAR SOLUCOES EMPRESARIAIS E CONFECOES LTDA",,200000,2881039855,,False,,5687,Sociedade Empresária Limitada,,True,2,,,"Estamparia e texturização em fios, tecidos, artefatos têxteis e peças do vestuário",3204401,2019-04-26,,2019-04-26,2019-04-26,,2062,,0,,1,49,ATIVA,RUA,SEM MOTIVO,MATRIZ
MG,39680000,71368690000184,,,MICRO EMPRESA,PLANALTO,1095,,CAPELINHA,ANEL RODOVIARIO,4744002,,,1,MADEIREIRA CAPELINHA LTDA,MADERCAP,70000,,,False,,4245,Sociedade Empresária Limitada,,True,2,,,Comércio varejista de madeira e artefatos,3112307,1993-11-09,,2007-07-01,2004-12-24,,2062,,0,,1,49,ATIVA,,SEM MOTIVO,MATRIZ
DF,70310500,00662270000168,,,DEMAIS,SAS,02,,BRASILIA,,8411600,,LOTE 01 A,5,"INSTITUTO NACIONAL DE METROLOGIA, QUALIDADE E TECNOLOGIA - INMETRO.",INMETRO,0,,,,,9701,Autarquia Federal,,,2,,,Administração pública em geral,5300108,1982-03-23,,,2005-11-03,,1104,,0,UNIÃO,1,16,ATIVA,QUADRA,SEM MOTIVO,MATRIZ
MG,39680000,13668098000100,,,EMPRESA DE PEQUENO PORTE,PIEDADE,722,3335164216,CAPELINHA,TANCREDO NEVES,4744099,,LETRA: A;,3,CASA CARVALHO LTDA,CASA CARVALHO,100000,3335162724,,False,,4245,Sociedade Empresária Limitada,,False,2,,,Comércio varejista de materiais de construção em geral,3112307,2011-05-17,,2011-05-17,2011-05-17,,2062,2020-12-31,0,,1,49,ATIVA,AVENIDA,SEM MOTIVO,MATRIZ
MG,39680000,45152649000166,,,MICRO EMPRESA,VISTA ALEGRE,132,,CAPELINHA,RAFAEL FELIX GOMES,9700500,,,1,JACKSON RODRIGUES DOS SANTOS 35349098870,JD VIDROS CLEAN,15000,3391520163,,True,,4245,Empresário (Individual),,True,2,2022-02-04,,Serviços domésticos,3112307,2022-02-04,,2022-02-04,2022-02-04,,2135,,0,,1,50,ATIVA,RUA,SEM MOTIVO,MATRIZ
SP,06454020,09032626000405,,,DEMAIS,ALPHAVILLE CENTRO INDUSTRIAL E EMPRESARIAL/ALPHAV,293,,BARUERI,CAUAXI,9511800,,SALA 2513 E 2514,5,AGFA DO BRASIL LTDA.,,26345700,1151886444,,,,6213,Sociedade Empresária Limitada,,,2,,,Reparação e manutenção de computadores e de equipamentos periféricos,3505708,2018-01-15,,,2018-01-15,,2062,,0,,2,5,ATIVA,AVENIDA,SEM MOTIVO,FILIAL
MG,39100000,23919026000133,,,MICRO EMPRESA,PRESIDENTE,150,,DIAMANTINA,ARTHUR QUEIROGA,8630503,,SALA 06,1,INTEGRAR SERVICOS MEDICOS LTDA,INTEGRAR MED,10000,3899294089,3835261224,False,,4431,Sociedade Simples Limitada,,False,2,,,Atividade médica ambulatorial restrita a consultas,3121605,2015-12-16,,2017-01-01,2015-12-16,,2240,2020-12-31,0,,1,49,ATIVA,RUA,SEM MOTIVO,MATRIZ
MG,36083571,47540197000115,,,MICRO EMPRESA,JOQUEI CLUBE,260,,JUIZ DE FORA,SYLVIO RIBEIRO ARAGAO,8630503,,APT 401 BLOCO 22,1,SOARES SERVICOS DE MEDICINA LTDA,,10000,3129420361,,False,,4733,Sociedade Empresária Limitada,,True,2,,,Atividade médica ambulatorial restrita a consultas,3136702,2022-08-12,,2022-08-12,2022-08-12,,2062,,0,,1,49,ATIVA,RUA,SEM MOTIVO,MATRIZ
